Order_ID,Customer_ID,Date,Age,Gender,City,Product_Category,Unit_Price,Quantity,Discount_Amount,AVG order_value,Total_Amount,Payment_Method,Device_Type,Is_Returning_Customer,Delivery_Time_Days,Customer_Rating,month
ORD_001364,CUST_01364,15-01-2023,23,Male,Istanbul,Sports,292.8,1,41.69,251.11,251.11,Digital Wallet,Desktop,No,8,5,Jan
ORD_001529,CUST_01529,15-01-2023,29,Male,Bursa,Electronics,2340.15,4,402.1,2239.63,8958.5,Credit Card,Desktop,Yes,3,5,Jan
ORD_001036,CUST_01036,15-01-2023,53,Female,Ankara,Electronics,1121.67,5,0,1121.67,5608.35,Cash on Delivery,Desktop,No,4,3,Jan
ORD_004196,CUST_04196,15-01-2023,29,Female,Antalya,Books,27.13,4,5.54,25.75,102.98,Debit Card,Mobile,Yes,5,2,Jan
ORD_000619,CUST_00619,15-01-2023,40,Female,Gaziantep,Electronics,1239.23,1,0,1239.23,1239.23,Credit Card,Desktop,Yes,12,5,Jan
ORD_002849,CUST_02849,15-01-2023,27,Female,Bursa,Fashion,118.65,3,0,118.65,355.95,Debit Card,Mobile,No,8,4,Jan
ORD_002444,CUST_02444,15-01-2023,43,Male,Antalya,Food,140.01,1,23.2,116.81,116.81,Digital Wallet,Desktop,No,7,4,Jan
ORD_001860,CUST_01860,16-01-2023,38,Male,Gaziantep,Home & Garden,1469.76,1,0,1469.76,1469.76,Bank Transfer,Desktop,No,4,3,Jan
ORD_002014,CUST_02014,16-01-2023,23,Female,Izmir,Toys,25.11,2,0,25.11,50.22,Bank Transfer,Mobile,No,7,5,Jan
ORD_000924,CUST_00924,16-01-2023,26,Male,Gaziantep,Toys,130.84,2,7.16,127.26,254.52,Digital Wallet,Mobile,Yes,6,4,Jan
ORD_000018,CUST_00018,16-01-2023,38,Female,Bursa,Fashion,198.21,1,0,198.21,198.21,Bank Transfer,Desktop,Yes,2,2,Jan
ORD_002863,CUST_02863,16-01-2023,21,Female,Adana,Beauty,153.06,4,20.83,147.85,591.41,Debit Card,Desktop,Yes,4,2,Jan
ORD_004995,CUST_04995,16-01-2023,27,Female,Istanbul,Electronics,1783.81,2,501.44,1533.09,3066.18,Debit Card,Desktop,Yes,5,4,Jan
ORD_004312,CUST_04312,16-01-2023,18,Female,Gaziantep,Fashion,498.6,1,0,498.6,498.6,Digital Wallet,Mobile,Yes,1,5,Jan
ORD_003882,CUST_03882,16-01-2023,37,Male,Istanbul,Home & Garden,656.04,2,0,656.04,1312.08,Debit Card,Desktop,Yes,8,2,Jan
ORD_004764,CUST_04764,16-01-2023,39,Other,Konya,Beauty,27.5,2,0,27.5,55,Digital Wallet,Mobile,Yes,2,5,Jan
ORD_002664,CUST_02664,16-01-2023,23,Female,Adana,Home & Garden,159.75,3,0,159.75,479.25,Credit Card,Mobile,Yes,2,5,Jan
ORD_001755,CUST_01755,17-01-2023,41,Female,Istanbul,Toys,107.19,3,0,107.19,321.57,Credit Card,Desktop,No,8,2,Jan
ORD_003078,CUST_03078,17-01-2023,41,Male,Istanbul,Home & Garden,724.84,3,140.57,677.98,2033.95,Digital Wallet,Desktop,Yes,8,3,Jan
ORD_003427,CUST_03427,17-01-2023,38,Female,Istanbul,Beauty,207.5,1,0,207.5,207.5,Credit Card,Mobile,Yes,10,4,Jan
ORD_004358,CUST_04358,17-01-2023,31,Male,Istanbul,Sports,1397.66,1,0,1397.66,1397.66,Credit Card,Desktop,No,7,4,Jan
ORD_002681,CUST_02681,17-01-2023,43,Male,Kayseri,Beauty,286.68,2,0,286.68,573.36,Digital Wallet,Desktop,Yes,5,5,Jan
ORD_001218,CUST_01218,17-01-2023,38,Male,Antalya,Electronics,2594.07,3,344.88,2479.11,7437.33,Debit Card,Mobile,No,4,4,Jan
ORD_003794,CUST_03794,17-01-2023,32,Female,Ankara,Sports,194.41,1,0,194.41,194.41,Credit Card,Mobile,No,8,3,Jan
ORD_003485,CUST_03485,17-01-2023,22,Female,Ankara,Home & Garden,234.69,1,0,234.69,234.69,Cash on Delivery,Mobile,No,11,1,Jan
ORD_003832,CUST_03832,17-01-2023,28,Male,Istanbul,Toys,198.69,3,0,198.69,596.07,Digital Wallet,Mobile,No,6,3,Jan
ORD_004317,CUST_04317,17-01-2023,21,Female,Adana,Beauty,167.43,5,0,167.43,837.15,Cash on Delivery,Mobile,Yes,8,1,Jan
ORD_000292,CUST_00292,17-01-2023,29,Female,Izmir,Beauty,140.69,1,0,140.69,140.69,Credit Card,Mobile,No,5,5,Jan
ORD_000126,CUST_00126,17-01-2023,61,Female,Istanbul,Toys,185.75,1,0,185.75,185.75,Digital Wallet,Mobile,No,10,5,Jan
ORD_000017,CUST_00017,17-01-2023,22,Male,Ankara,Beauty,67.22,1,0,67.22,67.22,Bank Transfer,Mobile,Yes,6,5,Jan
ORD_003713,CUST_03713,18-01-2023,38,Female,Ankara,Electronics,1597.61,2,407.84,1393.69,2787.38,Debit Card,Mobile,Yes,7,5,Jan
ORD_002671,CUST_02671,18-01-2023,26,Male,Ankara,Books,51.77,1,4.19,47.58,47.58,Debit Card,Desktop,No,2,5,Jan
ORD_001641,CUST_01641,18-01-2023,35,Female,Istanbul,Beauty,128.91,2,11.32,123.25,246.5,Credit Card,Desktop,No,6,4,Jan
ORD_003497,CUST_03497,18-01-2023,44,Male,Gaziantep,Sports,701.14,5,0,701.14,3505.7,Credit Card,Mobile,No,1,5,Jan
ORD_003235,CUST_03235,19-01-2023,19,Male,Istanbul,Food,104.98,1,0,104.98,104.98,Bank Transfer,Mobile,Yes,6,4,Jan
ORD_001508,CUST_01508,19-01-2023,46,Male,Istanbul,Electronics,547.73,4,111.92,519.75,2079,Credit Card,Desktop,No,4,1,Jan
ORD_002572,CUST_02572,19-01-2023,18,Female,Istanbul,Beauty,143.88,2,0,143.88,287.76,Credit Card,Mobile,Yes,4,4,Jan
ORD_001325,CUST_01325,19-01-2023,35,Male,Ankara,Sports,87.07,3,0,87.07,261.21,Debit Card,Desktop,No,6,3,Jan
ORD_000533,CUST_00533,19-01-2023,34,Female,Antalya,Food,61.34,1,13.77,47.57,47.57,Digital Wallet,Desktop,No,16,4,Jan
ORD_001464,CUST_01464,19-01-2023,24,Male,Izmir,Food,79.58,2,0,79.58,159.16,Digital Wallet,Mobile,Yes,4,5,Jan
ORD_004810,CUST_04810,19-01-2023,29,Female,Istanbul,Sports,521.91,1,0,521.91,521.91,Credit Card,Mobile,Yes,6,4,Jan
ORD_002587,CUST_02587,19-01-2023,19,Female,Istanbul,Books,62.09,2,0,62.09,124.18,Digital Wallet,Mobile,Yes,12,5,Jan
ORD_004084,CUST_04084,19-01-2023,18,Female,Ankara,Electronics,3218.66,2,0,3218.66,6437.32,Digital Wallet,Mobile,No,8,4,Jan
ORD_001727,CUST_01727,20-01-2023,28,Female,Istanbul,Toys,127.29,2,0,127.29,254.58,Debit Card,Desktop,Yes,8,5,Jan
ORD_002344,CUST_02344,20-01-2023,28,Male,Ankara,Sports,491.27,1,0,491.27,491.27,Credit Card,Desktop,Yes,4,5,Jan
ORD_003230,CUST_03230,20-01-2023,34,Male,Istanbul,Books,87.03,1,0,87.03,87.03,Bank Transfer,Desktop,No,8,5,Jan
ORD_000626,CUST_00626,20-01-2023,28,Male,Gaziantep,Books,60.16,1,13.38,46.78,46.78,Debit Card,Desktop,Yes,16,4,Jan
ORD_002454,CUST_02454,20-01-2023,26,Female,Antalya,Beauty,134.9,1,0,134.9,134.9,Bank Transfer,Mobile,Yes,5,4,Jan
ORD_003245,CUST_03245,20-01-2023,32,Male,Izmir,Fashion,197.92,1,0,197.92,197.92,Credit Card,Desktop,No,6,1,Jan
ORD_002208,CUST_02208,20-01-2023,39,Female,Konya,Food,146.34,5,32.09,139.92,699.61,Digital Wallet,Mobile,Yes,6,3,Jan
ORD_000587,CUST_00587,20-01-2023,29,Male,Istanbul,Home & Garden,923.93,1,0,923.93,923.93,Credit Card,Mobile,No,2,5,Jan
ORD_003006,CUST_03006,20-01-2023,18,Female,Istanbul,Food,126.38,4,0,126.38,505.52,Debit Card,Desktop,No,13,5,Jan
ORD_001290,CUST_01290,21-01-2023,18,Female,Istanbul,Sports,449.73,1,91.42,358.31,358.31,Debit Card,Desktop,Yes,6,4,Jan
ORD_001270,CUST_01270,21-01-2023,49,Female,Izmir,Home & Garden,1633.66,1,0,1633.66,1633.66,Credit Card,Mobile,Yes,1,3,Jan
ORD_000546,CUST_00546,21-01-2023,25,Male,Istanbul,Fashion,169.49,1,0,169.49,169.49,Credit Card,Desktop,Yes,2,5,Jan
ORD_002249,CUST_02249,21-01-2023,32,Male,Ankara,Sports,428.67,2,0,428.67,857.34,Credit Card,Mobile,Yes,12,3,Jan
ORD_004977,CUST_04977,21-01-2023,51,Male,Istanbul,Beauty,60.69,1,0,60.69,60.69,Credit Card,Tablet,Yes,6,4,Jan
